center	program	filename	size	date_received
bcm	TCGA	TCGA-13-0900-10A-01W-0490-10_SOLiD.bam	19419368300	2009-12-15
bcm	TCGA	TCGA-10-0938-01A-02W-0419-10_SOLiD.bam	12279108085	2009-12-15
bcm	TCGA	TCGA-04-1350-01A-01W-0490-10_SOLiD.bam	18927361836	2009-12-15
bcm	TCGA	TCGA-04-1337-01A-01W-0484-10_SOLiD.bam	19479159300	2009-12-15
wugsc	TCGA	TCGA-06-0208-10A-01D-0512-09_whole.bam	118367042906	2009-12-14
wugsc	TCGA	TCGA-06-0208-01A-01D-0512-09_whole.bam	112420488386	2009-12-14
bcm	TCGA	TCGA-25-1325-01A-01W-0490-10_SOLiD.bam	17835113139	2009-12-14
bcm	TCGA	TCGA-24-1555-10A-01W-0552-10_SOLiD.bam	18959858515	2009-12-14
bcm	TCGA	TCGA-24-1555-01A-01W-0552-10_SOLiD.bam	19551998451	2009-12-14
bcm	TCGA	TCGA-24-1553-10A-01W-0552-10_SOLiD.bam	17718038840	2009-12-14
bcm	TCGA	TCGA-24-1105-10A-01W-0484-10_SOLiD.bam	18386746943	2009-12-14
bcm	TCGA	TCGA-23-1120-10A-01W-0484-10_SOLiD.bam	15718734516	2009-12-14
bcm	TCGA	TCGA-23-1119-10A-01W-0484-10_SOLiD.bam	20786291125	2009-12-14
bcm	TCGA	TCGA-23-1119-01A-02W-0484-10_SOLiD.bam	17837394815	2009-12-14
bcm	TCGA	TCGA-23-1109-10A-01W-0484-10_SOLiD.bam	19459546369	2009-12-14
bcm	TCGA	TCGA-13-0900-01B-01W-0490-10_SOLiD.bam	18055881869	2009-12-14
bcm	TCGA	TCGA-13-0802-10A-01W-0370-10_SOLiD.bam	21812347816	2009-12-14
bcm	TCGA	TCGA-13-0801-01A-01W-0370-10_SOLiD.bam	15997523893	2009-12-14
bcm	TCGA	TCGA-13-0793-10A-01W-0370-10_SOLiD.bam	20293426936	2009-12-14
bcm	TCGA	TCGA-13-0793-01A-01W-0370-10_SOLiD.bam	19113919823	2009-12-14
bcm	TCGA	TCGA-13-0792-10A-01W-0370-10_SOLiD.bam	20210783762	2009-12-14
bcm	TCGA	TCGA-13-0792-01A-01W-0370-10_SOLiD.bam	21389473537	2009-12-14
bcm	TCGA	TCGA-10-0938-11A-01W-0419-10_SOLiD.bam	19912746444	2009-12-14
bcm	TCGA	TCGA-10-0937-11A-01W-0419-10_SOLiD.bam	18576929333	2009-12-14
bcm	TCGA	TCGA-10-0937-01A-02W-0419-10_SOLiD.bam	20863215397	2009-12-14
bcm	TCGA	TCGA-06-0137-10A-01D-0513-10_454.bam	15301826564	2009-12-14
bcm	TCGA	TCGA-04-1514-10A-01W-0552-10_SOLiD.bam	20712893754	2009-12-14
bcm	TCGA	TCGA-04-1514-01A-01W-0552-10_SOLiD.bam	19862341595	2009-12-13
bcm	TCGA	TCGA-04-1365-01A-01W-0490-10_SOLiD.bam	18882041179	2009-12-13
bcm	TCGA	TCGA-04-1364-10A-01W-0490-10_SOLiD.bam	20022488579	2009-12-13
bcm	TCGA	TCGA-04-1530-10A-01W-0552-10_SOLiD.bam	20565116333	2009-12-12
bcm	TCGA	TCGA-04-1351-11A-01W-0490-10_SOLiD.bam	17110064802	2009-12-12
bcm	TCGA	TCGA-04-1350-11A-01W-0490-10_SOLiD.bam	18767416893	2009-12-12
bcm	TCGA	TCGA-04-1338-01A-01W-0484-10_SOLiD.bam	27923119011	2009-12-11
bi	TCGA	TCGA-25-1329-01A-01W-0492-08.bam	36882971870	2009-12-05
bi	TCGA	TCGA-25-1328-10A-01W-0492-08.bam	21571844749	2009-12-05
bi	TCGA	TCGA-25-1328-01A-01W-0492-08.bam	35682532069	2009-12-05
bi	TCGA	TCGA-25-1326-01A-01W-0492-08.bam	26699307975	2009-12-05
bi	TCGA	TCGA-25-1321-01A-01W-0492-08.bam	33011090680	2009-12-05
bi	TCGA	TCGA-25-1320-10A-01W-0492-08.bam	29735272686	2009-12-05
bi	TCGA	TCGA-25-1319-10A-01W-0492-08.bam	25119883075	2009-12-05
bi	TCGA	TCGA-25-1319-01A-01W-0492-08.bam	23687768367	2009-12-05
bi	TCGA	TCGA-25-1314-10A-01W-0492-08.bam	23877432128	2009-12-05
bi	TCGA	TCGA-25-1314-01A-01W-0492-08.bam	23877040852	2009-12-05
bi	TCGA	TCGA-25-1313-01A-01W-0492-08.bam	26313936483	2009-12-05
bi	TCGA	TCGA-25-1312-10A-01W-0492-08.bam	7700125238	2009-12-05
bi	TCGA	TCGA-24-1552-01A-01W-0551-08.bam	13722065806	2009-12-05
bi	TCGA	TCGA-24-1467-10A-01W-0545-08.bam	18959136424	2009-12-05
bi	TCGA	TCGA-24-1466-10A-01W-0545-08.bam	19015938809	2009-12-05
bi	TCGA	TCGA-24-1466-01A-01W-0545-08.bam	4144983455	2009-12-05
bi	TCGA	TCGA-24-1434-10A-01W-0545-08.bam	19231525071	2009-12-05
bi	TCGA	TCGA-24-1434-01A-01W-0545-08.bam	10476311751	2009-12-05
bi	TCGA	TCGA-24-1430-10A-01W-0545-08.bam	20035066761	2009-12-05
bi	TCGA	TCGA-24-1423-01A-01W-0545-08.bam	16132863672	2009-12-05
bi	TCGA	TCGA-24-1422-10A-01W-0545-08.bam	4996351353	2009-12-05
bi	TCGA	TCGA-24-1422-01A-01W-0545-08.bam	4942334777	2009-12-05
bi	TCGA	TCGA-24-1419-10A-01W-0545-08.bam	18960227999	2009-12-05
bi	TCGA	TCGA-24-1419-01A-01W-0545-08.bam	4558308520	2009-12-05
bi	TCGA	TCGA-24-0980-10A-01W-0420-08.bam	1111106195	2009-12-05
bi	TCGA	TCGA-24-0980-01A-01W-0420-08.bam	6223895207	2009-12-05
bi	TCGA	TCGA-24-0979-10B-01W-0486-08.bam	42456150916	2009-12-05
bi	TCGA	TCGA-24-0979-01A-01W-0486-08.bam	20556475933	2009-12-05
bi	TCGA	TCGA-24-0975-10B-01W-0486-08.bam	24398147793	2009-12-05
bi	TCGA	TCGA-24-0970-10A-01W-0486-08.bam	24933567035	2009-12-05
bi	TCGA	TCGA-24-0970-01B-01W-0486-08.bam	20641416128	2009-12-05
bi	TCGA	TCGA-24-0966-10A-01W-0420-08.bam	2625702412	2009-12-05
bi	TCGA	TCGA-24-0966-01A-01W-0420-08.bam	13192703938	2009-12-05
bi	TCGA	TCGA-23-1122-01A-01W-0486-08.bam	25654526771	2009-12-05
bi	TCGA	TCGA-23-1113-01A-01W-0486-08.bam	21998819660	2009-12-05
bi	TCGA	TCGA-23-1032-10A-01W-0486-08.bam	21814862335	2009-12-05
bi	TCGA	TCGA-23-1032-01A-02W-0486-08.bam	16252727791	2009-12-05
bi	TCGA	TCGA-23-1031-10A-01W-0486-08.bam	18140740519	2009-12-05
bi	TCGA	TCGA-23-1027-10A-01W-0486-08.bam	26980011948	2009-12-05
bi	TCGA	TCGA-20-0990-10A-01W-0486-08.bam	11923264380	2009-12-05
bi	TCGA	TCGA-20-0987-10A-01W-0486-08.bam	28706926721	2009-12-05
bi	TCGA	TCGA-20-0990-01A-01W-0486-08.bam	6644716466	2009-12-04
bi	TCGA	TCGA-13-1512-10A-01W-0546-08.bam	21633033714	2009-12-04
bi	TCGA	TCGA-13-1512-01A-01W-0545-08.bam	6554298338	2009-12-04
bi	TCGA	TCGA-13-1511-10A-01W-0546-08.bam	18909915544	2009-12-04
bi	TCGA	TCGA-13-1511-01A-01W-0545-08.bam	3848330964	2009-12-04
bi	TCGA	TCGA-13-1510-10A-01W-0546-08.bam	18461904218	2009-12-04
bi	TCGA	TCGA-13-1510-01A-02W-0545-08.bam	3981586451	2009-12-04
bi	TCGA	TCGA-13-1505-10A-01W-0546-08.bam	20480886215	2009-12-04
bi	TCGA	TCGA-13-1504-10A-01W-0546-08.bam	14297918967	2009-12-04
bi	TCGA	TCGA-13-1501-10A-01W-0546-08.bam	12020646190	2009-12-04
bi	TCGA	TCGA-13-1500-10A-01W-0546-08.bam	7451956454	2009-12-04
bi	TCGA	TCGA-13-1496-01A-01W-0545-08.bam	4547629291	2009-12-04
bi	TCGA	TCGA-13-1495-01A-01W-0545-08.bam	13063274575	2009-12-04
bi	TCGA	TCGA-13-1494-10A-01W-0545-08.bam	16196024608	2009-12-04
bi	TCGA	TCGA-13-1494-01A-01W-0545-08.bam	15738767034	2009-12-04
bi	TCGA	TCGA-13-1492-10A-01W-0545-08.bam	13372274443	2009-12-04
bi	TCGA	TCGA-13-1492-01A-01W-0545-08.bam	11234690717	2009-12-04
bi	TCGA	TCGA-13-1487-10A-01W-0545-08.bam	6225819332	2009-12-04
bi	TCGA	TCGA-13-1487-01A-01W-0545-08.bam	5367006785	2009-12-04
bi	TCGA	TCGA-13-1485-10A-01W-0545-08.bam	5302158270	2009-12-04
bi	TCGA	TCGA-13-1485-01A-02W-0545-08.bam	4909345520	2009-12-04
bi	TCGA	TCGA-13-1484-10A-01W-0545-08.bam	3376876859	2009-12-04
bi	TCGA	TCGA-13-1484-01A-01W-0545-08.bam	3427506865	2009-12-04
bi	TCGA	TCGA-13-1477-10A-01W-0545-08.bam	3147190043	2009-12-04
bi	TCGA	TCGA-13-1477-01A-01W-0545-08.bam	3165308174	2009-12-04
bi	TCGA	TCGA-13-1409-10A-01W-0493-08.bam	19777513240	2009-12-04
bi	TCGA	TCGA-13-1409-01A-01W-0492-08.bam	7540782477	2009-12-04
bi	TCGA	TCGA-13-0924-10A-01W-0420-08.bam	1886137143	2009-12-04
bi	TCGA	TCGA-13-0924-01A-01W-0420-08.bam	9375942780	2009-12-04
bi	TCGA	TCGA-13-0923-10A-01W-0420-08.bam	18746861271	2009-12-04
bi	TCGA	TCGA-13-0923-01A-01W-0420-08.bam	17539280580	2009-12-04
bi	TCGA	TCGA-13-0921-10A-01W-0420-08.bam	15719084381	2009-12-04
bi	TCGA	TCGA-13-0920-10A-01W-0420-08.bam	4356938577	2009-12-04
bi	TCGA	TCGA-13-0920-01A-01W-0420-08.bam	2160419751	2009-12-04
bi	TCGA	TCGA-13-0919-10A-01W-0420-08.bam	2710308118	2009-12-04
bi	TCGA	TCGA-13-0919-01A-01W-0420-08.bam	2933609103	2009-12-04
bi	TCGA	TCGA-13-0916-10A-01W-0420-08.bam	24808513095	2009-12-04
bi	TCGA	TCGA-13-0912-10A-01W-0420-08.bam	6485758587	2009-12-04
bi	TCGA	TCGA-13-0912-01A-01W-0420-08.bam	3626433779	2009-12-04
bi	TCGA	TCGA-13-0911-10A-01W-0420-08.bam	29584981517	2009-12-04
bi	TCGA	TCGA-13-0910-10A-01W-0420-08.bam	3196936981	2009-12-04
bi	TCGA	TCGA-13-0910-01A-01W-0420-08.bam	2089323951	2009-12-04
bi	TCGA	TCGA-13-0908-10A-01W-0492-08.bam	26848510707	2009-12-04
bi	TCGA	TCGA-13-0908-01B-01W-0492-08.bam	5920434809	2009-12-04
bi	TCGA	TCGA-13-0906-10A-01W-0420-08.bam	3985288965	2009-12-04
bi	TCGA	TCGA-13-0906-01A-01W-0420-08.bam	2700102224	2009-12-04
bi	TCGA	TCGA-13-0905-10A-01W-0492-08.bam	9691487773	2009-12-04
bi	TCGA	TCGA-13-0905-01B-01W-0492-08.bam	10448231803	2009-12-04
bi	TCGA	TCGA-13-0903-10A-01W-0420-08.bam	3543779550	2009-12-04
bi	TCGA	TCGA-13-0903-01A-01W-0420-08.bam	5864807363	2009-12-04
bi	TCGA	TCGA-13-0899-01A-01W-0420-08.bam	10945266559	2009-12-04
bi	TCGA	TCGA-13-0897-10A-01W-0420-08.bam	2968978570	2009-12-04
bi	TCGA	TCGA-13-0897-01A-01W-0420-08.bam	3534992739	2009-12-04
bi	TCGA	TCGA-13-0891-10A-01W-0420-08.bam	13329208942	2009-12-04
bi	TCGA	TCGA-13-0891-01A-01W-0420-08.bam	16759881700	2009-12-04
bi	TCGA	TCGA-13-0890-10A-01W-0420-08.bam	3374314361	2009-12-04
bi	TCGA	TCGA-13-0890-01A-01W-0420-08.bam	3817101846	2009-12-04
bi	TCGA	TCGA-13-0889-10A-01W-0420-08.bam	2560095555	2009-12-04
bi	TCGA	TCGA-13-0889-01A-01W-0420-08.bam	3738029291	2009-12-04
bi	TCGA	TCGA-13-0888-01A-01W-0420-08.bam	19861974187	2009-12-04
bi	TCGA	TCGA-13-0887-10A-01W-0420-08.bam	2685218491	2009-12-04
bi	TCGA	TCGA-13-0887-01A-01W-0420-08.bam	6043786874	2009-12-04
bi	TCGA	TCGA-13-0886-01A-01W-0420-08.bam	13698766714	2009-12-04
bi	TCGA	TCGA-13-0885-10A-01W-0420-08.bam	2675975957	2009-12-04
bi	TCGA	TCGA-13-0885-01A-02W-0420-08.bam	2452336807	2009-12-04
bi	TCGA	TCGA-13-0883-10A-01W-0420-08.bam	11689092783	2009-12-04
bi	TCGA	TCGA-13-0883-01A-02W-0420-08.bam	17034286834	2009-12-04
bi	TCGA	TCGA-13-0807-10A-01W-0420-08.bam	3160279043	2009-12-04
bi	TCGA	TCGA-13-0807-01B-02W-0420-08.bam	2532648324	2009-12-04
bi	TCGA	TCGA-13-0805-01A-01W-0371-08.bam	24111441809	2009-12-04
bi	TCGA	TCGA-13-0794-01A-01W-0371-08.bam	9021665692	2009-12-04
bi	TCGA	TCGA-13-0766-10A-01W-0371-08.bam	17462647698	2009-12-04
bi	TCGA	TCGA-13-0764-10A-01W-0371-08.bam	7538723773	2009-12-04
bi	TCGA	TCGA-13-0764-01A-03W-0371-08.bam	9272741011	2009-12-04
bi	TCGA	TCGA-13-0762-10A-01W-0371-08.bam	867997070	2009-12-04
bi	TCGA	TCGA-13-0758-10A-01W-0371-08.bam	24583453765	2009-12-04
bi	TCGA	TCGA-13-0757-01A-01W-0371-08.bam	48383151999	2009-12-04
bi	TCGA	TCGA-13-0730-10B-01W-0371-08.bam	650222807	2009-12-04
bi	TCGA	TCGA-13-0727-10B-01W-0371-08.bam	727072824	2009-12-04
bi	TCGA	TCGA-13-0726-10B-01W-0371-08.bam	12724484322	2009-12-04
bi	TCGA	TCGA-13-0726-01A-01W-0371-08.bam	3408089769	2009-12-04
bi	TCGA	TCGA-13-0725-10B-01W-0371-08.bam	23857144919	2009-12-04
bi	TCGA	TCGA-13-0724-10B-01W-0371-08.bam	6982372524	2009-12-04
bi	TCGA	TCGA-13-0724-01A-01W-0371-08.bam	4430606131	2009-12-04
bi	TCGA	TCGA-13-0723-10B-01W-0371-08.bam	6916694835	2009-12-04
bi	TCGA	TCGA-13-0723-01A-02W-0371-08.bam	1164629591	2009-12-04
bi	TCGA	TCGA-13-0720-10B-01W-0371-08.bam	2229907909	2009-12-04
bi	TCGA	TCGA-13-0720-01A-01W-0371-08.bam	1821963575	2009-12-04
bi	TCGA	TCGA-13-0717-10B-01W-0371-08.bam	378150890	2009-12-04
bi	TCGA	TCGA-13-0717-01A-01W-0371-08.bam	1252351288	2009-12-04
bi	TCGA	TCGA-13-0714-10B-01W-0371-08.bam	463131960	2009-12-04
bi	TCGA	TCGA-13-0714-01A-01W-0371-08.bam	682968605	2009-12-04
bi	TCGA	TCGA-10-0938-01A-02W-0420-08.bam	2936908191	2009-12-04
bi	TCGA	TCGA-10-0937-11A-01W-0420-08.bam	3912938570	2009-12-04
bi	TCGA	TCGA-10-0937-01A-02W-0420-08.bam	2582846459	2009-12-04
bi	TCGA	TCGA-10-0936-11A-01W-0420-08.bam	24743728366	2009-12-04
bi	TCGA	TCGA-10-0935-01A-03W-0420-08.bam	7793545869	2009-12-04
bi	TCGA	TCGA-10-0934-11A-01W-0420-08.bam	32585664512	2009-12-04
bi	TCGA	TCGA-10-0933-11A-01W-0420-08.bam	2344889632	2009-12-04
bi	TCGA	TCGA-10-0933-01A-01W-0420-08.bam	3022139724	2009-12-04
bi	TCGA	TCGA-10-0930-11A-01W-0420-08.bam	4169399863	2009-12-04
bi	TCGA	TCGA-10-0930-01A-02W-0420-08.bam	2570035044	2009-12-04
bi	TCGA	TCGA-10-0928-11A-01W-0420-08.bam	2805755508	2009-12-04
bi	TCGA	TCGA-10-0928-01A-02W-0420-08.bam	3096172578	2009-12-04
bi	TCGA	TCGA-10-0927-11A-01W-0420-08.bam	3733806846	2009-12-04
bi	TCGA	TCGA-10-0927-01A-02W-0420-08.bam	5096121902	2009-12-04
bi	TCGA	TCGA-09-0369-10C-01W-0371-08.bam	8679491262	2009-12-04
bi	TCGA	TCGA-09-0369-01A-01W-0371-08.bam	9423904841	2009-12-04
bi	TCGA	TCGA-09-0367-10A-01W-0371-08.bam	29240174648	2009-12-04
bi	TCGA	TCGA-09-0366-10B-01W-0371-08.bam	11954032040	2009-12-04
bi	TCGA	TCGA-09-0366-01A-01W-0371-08.bam	4025420305	2009-12-04
bi	TCGA	TCGA-09-0365-10A-01W-0371-08.bam	8837642112	2009-12-04
bi	TCGA	TCGA-09-0365-01A-02W-0371-08.bam	10994141156	2009-12-04
bi	TCGA	TCGA-09-0364-10A-01W-0371-08.bam	1000437909	2009-12-04
bi	TCGA	TCGA-09-0364-01A-02W-0371-08.bam	2022599276	2009-12-04
bi	TCGA	TCGA-04-1371-01A-01W-0492-08.bam	24025419687	2009-12-04
bi	TCGA	TCGA-04-1360-11A-01W-0492-08.bam	11968289138	2009-12-04
bi	TCGA	TCGA-04-1360-01A-01W-0492-08.bam	14440465227	2009-12-04
bi	TCGA	TCGA-04-1357-01A-01W-0492-08.bam	22833452897	2009-12-04
bi	TCGA	TCGA-04-1356-01A-01W-0492-08.bam	17364171741	2009-12-04
bi	TCGA	TCGA-04-1342-01A-01W-0486-08.bam	25886682200	2009-12-04
bi	TCGA	TCGA-04-1341-10A-01W-0487-08.bam	20147298798	2009-12-04
bi	TCGA	TCGA-06-0648-01A-01D-0507-08.bam	147098124796	2009-10-18
bcm	TCGA	TCGA-13-0919-10A-01W-0419-10_454.bam	241915619	2009-09-30
bcm	TCGA	TCGA-13-0919-01A-01W-0419-10_454.bam	277303611	2009-09-30
bcm	TCGA	TCGA-13-0906-10A-01W-0419-10_454.bam	217771850	2009-09-30
bcm	TCGA	TCGA-13-0792-10A-01W-0370-10_454.bam	293160061	2009-09-30
bcm	TCGA	TCGA-13-0762-10A-01W-0370-10_454.bam	496699906	2009-09-30
bcm	TCGA	TCGA-13-0762-01A-01W-0370-10_454.bam	399595638	2009-09-30
bcm	TCGA	TCGA-13-0761-10A-01W-0370-10_454.bam	260370483	2009-09-30
bcm	TCGA	TCGA-13-0761-01A-01W-0370-10_454.bam	257106107	2009-09-30
bcm	TCGA	TCGA-13-0730-10B-01W-0370-10_454.bam	448662503	2009-09-30
bcm	TCGA	TCGA-13-0730-01A-01W-0370-10_454.bam	492760465	2009-09-30
bcm	TCGA	TCGA-13-0727-10B-01W-0370-10_454.bam	229172756	2009-09-30
bcm	TCGA	TCGA-13-0720-10B-01W-0370-10_454.bam	268183952	2009-09-30
bcm	TCGA	TCGA-13-0720-01A-01W-0370-10_454.bam	225921555	2009-09-30
bcm	TCGA	TCGA-13-0717-10B-01W-0370-10_454.bam	489724803	2009-09-30
bcm	TCGA	TCGA-13-0717-01A-01W-0370-10_454.bam	445335299	2009-09-30
bcm	TCGA	TCGA-13-0714-10B-01W-0370-10_454.bam	237454197	2009-09-30
bcm	TCGA	TCGA-13-0714-01A-01W-0370-10_454.bam	245756047	2009-09-30
bcm	TCGA	TCGA-10-0938-11A-01W-0419-10_454.bam	248887091	2009-09-30
bcm	TCGA	TCGA-10-0938-01A-02W-0419-10_454.bam	232421938	2009-09-30
bcm	TCGA	TCGA-10-0928-11A-01W-0419-10_454.bam	246852817	2009-09-30
bcm	TCGA	TCGA-10-0928-01A-02W-0419-10_454.bam	270843211	2009-09-30
bcm	TCGA	TCGA-09-0364-10A-01W-0370-10_454.bam	189201025	2009-09-30
bcm	TCGA	TCGA-09-0364-01A-02W-0370-10_454.bam	287748729	2009-09-30
wugsc	TCGA	TCGA-24-1103-10A-01D-0515-09_whole.bam	124125297623	2009-09-25
wugsc	TCGA	TCGA-24-1103-01A-01D-0515-09_whole.bam	111232725602	2009-09-25
wugsc	TCGA	TCGA-24-0980-10A-01D-0515-09_whole.bam	154566121967	2009-09-25
wugsc	TCGA	TCGA-13-0890-10A-01D-0421-09_whole.bam	90710033073	2009-09-24
wugsc	TCGA	TCGA-13-0890-01A-01D-0421-09_whole.bam	123650383324	2009-09-24
wugsc	TCGA	TCGA-13-0723-10B-01D-0372-09_whole.bam	92744734161	2009-09-23
wugsc	TCGA	TCGA-13-0723-01A-02D-0372-09_whole.bam	136811509935	2009-09-23
bcm	TCGA	TCGA-13-0714-10B-01W-0370-10_SOLiD.bam	13379868644	2009-09-08
bcm	TCGA	TCGA-13-0727-01A-01W-0370-10_SOLiD.bam	6555879647	2009-09-03
bcm	TCGA	TCGA-13-0714-01A-01W-0370-10_SOLiD.bam	7363428414	2009-09-02
bcm	TCGA	TCGA-13-0919-01A-01W-0419-10_SOLiD.bam	7029519890	2009-09-01
bcm	TCGA	TCGA-10-0927-01A-02W-0419-10_SOLiD.bam	11325928150	2009-09-01
bcm	TCGA	TCGA-09-0364-10A-01W-0370-10_SOLiD.bam	6731668622	2009-08-31
wugsc	TCGA	TCGA-13-0890-10A-01W-0421-09_whole.bam	91620412515	2009-08-14
wugsc	TCGA	TCGA-13-0890-01A-01W-0421-09_whole.bam	93235624826	2009-08-14
wugsc	TCGA	TCGA-13-0723-10B-01W-0372-09_whole.bam	93371137007	2009-08-14
wugsc	TCGA	TCGA-13-0723-01A-02W-0372-09_whole.bam	112969258870	2009-08-14
bi	TCGA	TCGA-13-0913-01A-01W-0420-08.bam	9213726219	2009-07-31
bi	TCGA	TCGA-13-0904-10A-01W-0420-08.bam	15459264323	2009-07-31
bi	TCGA	TCGA-13-0803-10A-01W-0371-08.bam	8616066939	2009-07-31
bi	TCGA	TCGA-13-0803-01A-01W-0371-08.bam	9028322862	2009-07-31
bi	TCGA	TCGA-13-0768-10A-01W-0371-08.bam	9116752455	2009-07-31
bi	TCGA	TCGA-13-0768-01A-01W-0371-08.bam	11289533027	2009-07-31
bi	TCGA	TCGA-13-0751-10A-01D-0446-08.bam	142024597251	2009-07-31
bi	TCGA	TCGA-13-0751-01A-01D-0446-08.bam	148596941167	2009-07-31
bi	TCGA	TCGA-10-0934-01A-02W-0420-08.bam	18647565590	2009-07-31
bi	TCGA	TCGA-10-0931-11A-01W-0420-08.bam	15242881577	2009-07-31
bi	TCGA	TCGA-10-0931-01A-01W-0420-08.bam	18378266134	2009-07-31
bi	TCGA	TCGA-10-0926-01A-01W-0420-08.bam	9280484651	2009-07-31
bi	TCGA	TCGA-06-0188-10B-01D-0373-08.bam	257784181649	2009-07-31
bi	TCGA	TCGA-06-0188-01A-01D-0373-08.bam	294788656309	2009-07-31
